Insult,Date,Comment,Usage
0,20120529065138Z,"""Horrible show tonight. I'm actually mad. Raw goes from having the Rock, Shawn Micheals, and HHH on before Wrestlemania. Then they have Brock Lesnar hit the ring the night after and i'm thinking finally the WWE is getting good again. In the back of my head im thinking are Batista and Goldberg next? Then this Super Cena trash starts hitting again. The rivalries suck, the superstars suck and frankly the people wanna see muscle machines not fat giants in the main events. Pathetic.""",PrivateTest
1,20120609230231Z,"""Ordering police to stand spectators? You must be thinking of Congressmen like Jagdish Tytler, who comes from the ""sekoolar"" party. \n\nOver 300 were killed by police firing in those riots, and it's well known. The fact that you see an opportunity to spread slander and lies says volumes about you.""",PrivateTest
1,20120320131302Z,"""wow. you are incredibly stupid.""",PrivateTest
1,20120620160202Z,"""Malia, go take an intelligence test so you can see, in black and white, how room temp you are. Then get rid of the dog. Now if for any reason you cannot do these two things then start spelling your name the right way.. I D I O T.""",PublicTest
0,20120620004913Z,"""I am betting I will get an overwhelming amount of hits from Right Wing NRA members blogs\xa0promoting the fear without any real substantiation, basically quoting each other to prove they are right ,like some massive circle jerk.\n\xa0\xa0\xa0\xa0 It is simple: Do you think the majority of the military forces including the national guard and armed reserves would turn their weaponry on American citizens at home,\xa0 Their mothers, fathers, brothers, sister and friends at the say so of\xa0any President.\xa0\xa0You don't control the military you have\xa0nothing. MIght as well pee into the North Dakota\xa0wind because\xa0the takeover you all are fearing is hysteria and hysterical if not down right paranoid........unless you sneaky bastards.....;you are trying\xa0to get into control with all you weaponry to takeover the gov't setting up you own totalitarian states..\xa0 It is like you rant about Muslims that they are taught to lie......Everything is geared to 2As\xa0 to come to power.......OMG I am becoming paranoid and delusional ;you sneaky sneaky 2As.""",PrivateTest
1,20120320072754Z,"""I'm certainly no fan of Obama, but your blatant bigotry will only be counter-productive because it just makes you look like a complete f*cking moron.""",PrivateTest
0,,"""\\xc2\\xa0Stay away from moose slime drs. One of those brain ded drs treated someone in my house. The cops show up at my door. The investigation stopped there,. The cops destroyed the evidence. blow me .""",PrivateTest
1,20120530011622Z,"""To all the idiots in Detroit who bashed me for saying verlander sucks, go get an education because I didn't say that in any form but you attacked me for saying that...is the bad economy making you mad? Lol""",PublicTest
1,20120529051104Z,"""Excuses are like as$holes and you should go suck a fart out of one.""",PublicTest
1,20120529031435Z,"""man anytime somebody makes a comment (especially one that accurately describes something) there's gotta be one motherfucker to come in an shake things up huh? shut your god damn mouth you fucking DIVA BOY!""",PublicTest
1,20120527175358Z,"""Grow up you stupid mongoloid. Christianity is just as disgusting.""",PrivateTest
0,20120620031323Z,"""i want\xa0 Mikey Butders to fuck me every day!!""",PrivateTest
0,,"""He's a player and I've seen him with other females since July.  FACT...good luck!""",PrivateTest
1,20120529051317Z,"""Piss off you sniveling little turd.""",PrivateTest
1,20120529182133Z,"""Thanks cowboy. You can get back to your bashing now because thats about all your good at on this board.""",PrivateTest
0,,"""@JonKlimasIsNOT_A_BRONY Get her number. """,PrivateTest
0,20120527211311Z,"""our only veterans: Wells, Hunter, Pujols""",PrivateTest
1,20120529211711Z,"""you are hallucinating again, please go back into your box.""",PrivateTest
0,20120619121856Z,"""You are far too generous in your comment about the odious Hamish Meldrum.""",PrivateTest
0,20120529205249Z,"""They lost out on football recruits to Northwest Missouri State and Pitt State at my high school as well.\xa0 That would've been during the Terry Allen era.""",PublicTest
1,20120609211856Z,"""@fresh2deff @Trey YOU are the idiot fresh 2 deff and probably a friend of Treys since you never posted here before this. Storm and everyone else who is offended by this inhuman loser are regular posters. So you can come here and Tell us how to think? Your the real loser along with Chris and Trey.""",PrivateTest
0,20120612051419Z,"""Ah you go to a game to watch it not have some moron spill beer on you. If he don't like it stay home you say. If some drunk moron can hold his beer maybe he should stay home instead of soaking others with it. The idiots can blow the horn into the air why into a guys ear.""",PrivateTest
0,20120529032809Z,"""it wasn't long ago that our friend John Axford was dealing cellular phones... dude needs his own movie.""",PrivateTest
1,,"""They certainly can reproduce, they are not sterile you idiot.\\xc2\\xa0 """,PublicTest
0,,"""Funny how the left and gay activists applaud the decision by vote of a legislative body (in New Jersey), but vehemently reject and attack the decision by vote of the people (of California) whom a legislative body represents. This is not about rights, but about the agenda of one particular group who will stop at nothing to get what they want. This proves they value government over the people, which is exactly why our founding fathers incited a revolution. """,PrivateTest
0,20120620095528Z,"""YES, rigoman33, I am.  Why on earth would I be for someone who has an economic plan that is basically the same one GW Bush used in 2000, when we had a surplus.""",PrivateTest
1,20120529142255Z,"""LOLOLOLOL\xa0 Look at you. You're an old man and your only social\nlife here. Oh,LOLOL\xa0 Pathetic.""",PublicTest
0,20120619084554Z,"""shut the fuck up \n\nrun as administrator only solution exist""",PublicTest
0,,"""That sweeping hand of the !  I love the modern styling of the seiko orange monster.""",PrivateTest
1,20120529201712Z,"""Take your meds and go back in your cave.""",PrivateTest
1,,"""\\xc2\\xa0I think you are a chicken_fucking moron.""",PrivateTest
1,20120612044931Z,"""you sir are an idiot""",PrivateTest
0,20120529145309Z,"""Will falling gas prices help Obama?----------------------------------It should not because he and his tree hugger friends have stated that gas should be about $6.00 a gallon.""",PrivateTest
1,20120320183136Z,"""I apparently did not make myself clear. You're a typical White racist, Teahadist, Fascist, Wing Nut dummy.\xa0 You guys almost sank the ship and now you want a mulligan.\xa0 Well that's just about the most masochistic, selfish thing ever. You don't get to fail again.\xa0 Admit it the GOP does not know how to Govern. Period.\xa0 You screw it up every time you get behind the wheel.\xa0 Your license should be suspended.\xa0 God why did you have to include GOPers in the grand plan.\xa0 You threw Adam and Eve out for biting an apple, these toads, cut down the tree.""",PrivateTest
0,,"""You want medical care for everybody, Liberals?  Fine.  We'll sell at Wal-mart a First Aid kit consisting of a jackknife, a saw, a tourniquet, a ball peen hammer, and a bottle of Jack Daniels.  There you go: problem solved.\\\\n\\\\nBesides, I think they have an app for this now.""",PrivateTest
1,20120620035001Z,"""You are all a bunch of wankers for not going, i'd give my left nut to go to this show. Don't tell me it costs too much or some other show is on the night before or, worst of all, it's not interesting enough. If you're not going to one of these shows you're not into metal and you're a gay piece of shit. Fuck you!\n\nDeath to all tour - please come to Australia!!!""",PublicTest
0,20120610052130Z,"""It is totally, totally wrong to feature Frank Barron's picture and no one else.\xa0 Why in the world would you endorse this loser with all his baggage and not include Coroner Harry Harman who is almost scandel-free?!?\xa0 Once again, the State shows its incredible bias.""",PublicTest
1,20120612020842Z,"""dan_amd\n\nYou have realy no clue on every single idiotic comment of all your posts.WE ALL DON'T enjoy your stupid PRO AMD B:U:L:L:S:H:I:T ignorance.Please crawl back then in the fat ass of your gay loving buddy charliedemerjian semiinaccurate and try to find the light inside - U stupid FAG!\n\nWE REALY DON'T NEED AND WANT YOUR POST HERE ANYMORE!""",PublicTest
1,20120320204233Z,"""\u201cF**k you man. Who do you think you are you poor c**t. F**k you, f**k your mother, f**k your father, f**k your wife, your children and your life. You are f**kall P***face.... Go f**k your hand.\u201d F""""k your dogs""",PrivateTest
0,,"""@memphisdawg you can look for us to probably do 28 next year with 3 early enrolees (henry, ramsey, and someone else). we're fine on the o-line. we have 14 guys with zero graduating next year. you do have to take attrition into account, but we're already in the running for a ton this year. most of which would be top 5 linemen in the nation this year.""",PublicTest
1,20120611054925Z,"""is this the first aakar patel article you read? there is a clear pro-pakistan anti-india angle and bias in all of his writing ever, and if you cannot notice that you are a dumb brainless IQ-less idiot. if you do not know about it, then you are an unaware uneducated loudmouth who needs to collect some facts first.\n\ntyroinfinzie ... italian scum""",PrivateTest
0,,"""@eatrelatelove good article!!! I was over here like yes!!! LOL""",PrivateTest
1,20120527232319Z,"""reading comprehension difficulties I see. Thats okay there are remedial classes you can take.""",PrivateTest
1,,"""shut the fuck up faggot keep ur comments to ur self and get off my shlong cuz i dnt roll dat way u fucking dick rider made me get ignorant even tho i knw ill neva see ur bitch ass fucking computer pussy""",PublicTest
1,20120609154411Z,"""fuck you matt hatfill fat bitch nigga""",PrivateTest
1,,"""racist?? haha am i bringing down anyone's race?? im not even mentioning any lol.. dont make any random excuses dude if you cant say anything.. just fuck your mother's pussy out its much better ahaha""",PrivateTest
0,,"""He should be deported immediately, along with any others who would do us harm. And if the ECHR don't like it, tough. And when Britain really was Great, he would have been. But I am fully aware that our government haven't got what it takes to put the safety of the British people above kowtowing to Europe.""",PrivateTest
0,20120612042942Z,"""Ben Richards have you seen your mom or your granny titties cause she only show a nipple.I guess when your wife gets 60 you'll stop looking at her titties too.""",PublicTest
1,20120609174941Z,"""Where you see anaything I said about reppin base anything? bitch ass nigga""",PrivateTest
